Labels,X,Y
ancestors,-2.09582544492368,0.3739965586126684
were,5.830985275804898,-1.7752097905370212
not,4.7824859608155785,2.9012036761091533
content,-1.4896704228106268,-0.28863999941718443
with,5.2284271830779385,-3.8856203356530594
hovering,3.8163023136984315,-2.550541837299622
five,5.8023626396524275,-0.02239933239419263
feet,4.964463695571457,-4.245583642136961
from,5.019714127298766,-4.2687196439848645
ground.,5.000408927222415,-3.3266461239370106
wanted,3.814735773194835,4.202653875158862
more.,4.843625052283277,-0.35258945028089944
like,5.325016219645833,1.0039889084420874
"birds,",-2.0110177278312027,0.17433687051921942
without,4.393694905047551,2.0802038412778603
inconvenience,-2.523646634390412,-0.4284985829970603
growing,5.178726345258332,-1.9126309126666672
feathers.,-2.374744956006818,-2.774850141960931
we,3.861589888677864,4.403126449588417
so,4.876365827130594,2.2798819983879732
accustomed,-5.545585225275967,0.8215445970557237
these,5.7179788693752,0.49890265067660683
days,5.7178725627835245,0.1620522381459541
fact,4.8435012836164875,1.2871914555695865
that,5.118699704861901,2.2553338080087735
every,5.9114712903914075,-0.15565174349031008
wizarding,5.667388696960938,0.27129058346174606
household,-2.8196972657760457,-1.1473476057701326
britain,3.293873318125309,-0.21063908331234094
owns,-2.804298201445241,-0.8473305508715777
at,5.727851196986319,-1.5769209860822917
least,5.292721041994506,1.0946893393676633
rarely,2.8216055114394574,1.5668477910737177
stop,4.546109077757786,3.1689662503467195
ask,4.467451840763876,3.5266363623148167
ourselves,2.2986524865384688,2.8587765541955164
why.,-0.328101683426395,2.489877546353754
why,4.636743298770514,3.276026520035371
should,3.5062980578401546,4.5539276861229965
humble,-7.228067117565117,-1.424402947814479
broom,5.420865548780864,-2.7713140190747
have,4.561073947798234,3.726493804084709
become,5.106488807778144,0.9384599117568799
object,4.520893977087678,-0.392625589687464
legally,-4.439610275085137,-0.37677434155364603
allowed,3.7113625042476386,3.2481961232137997
as,5.856262372854437,-1.3336797917624086
means,4.402174064803386,2.1194367035554964
did,3.6009598282697923,4.536808678469489
west,3.24817391655935,-1.1850795650735366
adopt,-4.5512014957404014,-0.07697140659276046
carpet,2.7960739367333485,-3.5911463037096625
beloved,-5.699518018901264,-0.11481011314220559
didnât,3.606721601172319,4.399710036841491
choose,3.0401477300724555,1.8508310076626668
produce,1.8876286868796623,1.4780039931228575
"armchairs,",-7.686101137604555,-1.798253508255267
â,4.071454213986732,3.836570370332543
shrewd,0.12890162194751034,-0.9910579562142933
enough,4.448841440093539,2.6904400464384715
see,4.583725806686455,3.47376638383623
their,6.030011151995064,-1.862780030163827
muggle,5.507995325777481,0.407394705649965
neighbours,-6.652879485033519,0.3012780933995456
would,3.537433931431266,4.573642838054007
seek,1.828121869719823,1.9553001015298488
powers,3.7614632232513356,0.7570057218291258
if,4.675157234800741,3.225547884089157
knew,4.663584778753239,2.5133707458025443
full,5.589546351266137,-3.258965452656652
"extent,",-2.6094221645126257,0.49149745383784904
witches,5.7894815235914034,-0.056899118938157994
and,5.322116718675949,-3.5036785078564177
kept,5.42328577622135,-1.674308050543081
themselves,5.443855476538492,-3.0487292249669418
long,5.588796497605532,-3.313076189890714
before,5.806664622623386,-0.1791969452737973
international,5.409876013504304,0.17746785406587415
statute,4.351443773039324,-0.19609727594049045
secrecy,4.251715091254747,-0.26154172226955585
came,4.876048598611505,-4.198590135686447
effect.,-3.0694412011274066,0.9652432073343917
keep,4.5867276112270385,3.135325985675114
flight,3.5306046531529898,-3.410155347855043
"houses,",1.8282142590732118,-0.015242387502060117
it,5.40428581605227,1.714838634893696
necessarily,-1.7687351764283286,3.1221162098014106
be,4.643622618978159,3.5074944116809093
something,5.007138037157029,2.334486382444396
easy,4.018540863662082,1.7509717880422293
hide.,-6.637755117855157,-1.4234304595184526
was,5.508801597571228,0.7837903856395453
ideal,2.6881963178111503,0.7091123535693187
for,5.697304308714935,0.6562801783745796
this,5.597687147214741,1.2708928112178919
required,3.4260708821697468,0.8483917532325902
"explanation,",-1.1918808739368691,1.460993858933719
excuse,4.046246492265182,1.2655910896628233
found,4.75324322639577,1.9388848853463485
by,5.898552588792753,-0.548107502941163
"muggles,",3.2075286360307853,0.3192660826869195
easily,4.128962875925218,-0.39683829673991516
"nevertheless,",3.8963210203074774,-0.42288751947908904
first,5.773967099263831,0.7197997618666975
brooms,4.94736889810579,-0.6282363572667382
bewitched,3.5714494525746967,0.21728425103462237
purposes,-6.591026004190438,-0.49644243478143896
had,5.03621561739487,2.0788728728653982
records,-2.1493154692673198,-2.0915400685659993
show,4.42890575769802,3.0098833912076355
europe,-1.453241890616183,-0.6136994807083871
using,5.081323102392913,0.718353358292231
broomsticks,4.9408038054307335,-0.9563279254604029
early,5.182366185803433,0.08487708123613771
german,-3.7604415555681827,-2.296663584687199
illuminated,4.542906427238992,-2.487265677265642
period,3.7293311301374623,-0.6466625033222465
shows,3.32976656953294,1.617386492320545
three,5.96487993888998,-0.09262644540265183
warlocks,1.7411735939210902,-0.005954581855096449
looks,5.300531117321895,-2.155859129115671
discomfort,-0.42383874403897803,-2.8679378250741023
on,5.0352217054288495,-4.240788205550883
faces.,3.907870724297615,-1.8351207330523345
scottish,0.9913791374264398,0.04674486408344126
writing,4.29543486516888,0.12922973358436254
spoke,5.104127251200243,-0.9992129451088446
bulging,3.589781713163583,-2.7690855647857338
he,5.847167372671941,0.673666049298749
suffered,3.1302223847306143,0.7915785774770205
after,5.688308676310424,0.5875334904686262
short,5.475791099684773,-3.3546600020969946
ride,0.21672552275677265,-0.23289097543235152
montrose,-2.313839123474843,-1.6919591876722455
medieval,0.6252726635411465,-2.3153025636782134
display,2.213637946427343,-1.8505836866574057
museum,-1.6213055580434337,-3.4281489749667893
quidditch,5.809920054107531,0.2533182865912355
london,3.907817598139419,-0.08787053092665065
gives,3.5654408656002685,1.8422722131277323
us,4.131656822172335,4.033153965625102
an,5.812741522161449,-2.7986115923894284
insight,-1.0364511686313218,-1.7103128978212565
(see,3.2896387579121824,-0.3641729587212361
fig.,-0.8421113983542828,-1.0300404125595954
thick,5.355648321388267,-3.8099305192927866
handle,3.919005788972444,-2.5690785900246667
twigs,2.3081812814352967,-2.162412349857618
bound,4.20964622029975,0.8174808884773229
"end,",3.628401490831406,-0.45984348127902674
neither,4.108968816409927,2.061487695025445
comfortable,3.082267775324769,-0.5356432354493262
nor,4.149525503400557,2.222841401389132
charms,5.124150441225286,-0.1705149255142145
placed,4.872502545280824,-3.6188670456618555
upon,5.012764384150816,-4.260110569906717
similarly,-2.6414778192807797,-3.0654021429674776
will,3.521299075178819,4.599415926174545
only,5.5507970118782834,1.1299026383338722
move,4.705104788497511,1.9156275062014263
forwards,4.366866829916968,-3.239205024408142
speed;,-6.330307674770523,-2.071927578813215
"up,",5.632602991128951,-1.9516223380490778
"down,",5.235838515838566,-3.0209965597296233
stop.,0.04004798548407891,-1.1018743013447874
families,3.786405310286666,0.409887571760895
made,4.76472694927448,1.9099484721895188
own,4.853611107325673,-3.9722221422805424
"brooms,",1.0225839788283433,0.42424194283260563
there,5.4076265983358605,0.8833836199402391
enormous,5.351806763864868,-3.6926944488066975
variation,-3.8887747213898605,-2.15573336275814
"speed,",0.8912091415961251,-1.8040056025709221
"comfort,",-2.3460874158832157,-2.044344837109777
handling,1.0765515623893323,0.23810238027047814
transport,2.650460864788755,0.07506070991374789
available,0.29026346776470924,-1.3054620903076561
them.,5.939178800509602,-1.6558475525395389
twelfth,0.273743276807114,0.0819898044906689
"century,",3.1300212385902393,-0.7596787083824239
"however,",5.416016887669211,-0.272509763565109
learned,4.124033105055893,2.088238249444272
"services,",-4.781772567025568,-0.7520990590694268
skilled,2.385328580091474,0.140768219787079
could,3.533150470260627,4.620348657359811
exchange,2.460635739880765,-0.4961735864208397
them,6.049210018541672,-1.204363664304881
potions,5.215020233453833,0.35302245700336476
his,5.149722226243641,-4.079740263008205
might,3.5170196513908554,4.564077854926667
make,4.631169085424111,3.396511708964116
better,3.5739139658363874,4.288387514328466
than,5.31681904109715,1.1309606543642563
himself.,4.79528035607104,0.29584093477135415
once,5.753250207645702,-1.5308122239895787
became,5.367680715761104,-1.596596093691229
more,5.222698353298942,0.722132238598351
"comfortable,",-4.238673095972297,0.5121277074812927
flown,2.900318371069641,-1.6522169618042748
pleasure,3.582877895152142,0.5422585833978824
rather,5.129796558289991,0.5432137170295732
merely,5.194748833223088,-0.978780152183678
used,4.329020909575419,2.4563393074774496
getting,4.348669922476253,2.843943661806152
point,5.203709866885319,0.2730584793915098
two,5.9677838364804625,-0.139149374444419
ancient,5.194688245212439,-1.9071393309700249
games,4.463198128068927,0.06542756452609795
sports,3.180358343632568,-0.43111506125334464
emerged,4.928531177989823,-3.5328397251315478
almost,5.620872756029949,-1.8301128064318615
soon,5.083985696140742,-0.0027340904936091477
sufficiently,-1.6399864636597228,-0.15445123009525802
advanced,4.841425071362415,-1.94621928675644
allow,4.016662488849418,2.092841034993372
fliers,-1.9025838242059379,-1.5720775120527593
turn,4.674850533516557,2.2227464193214197
corners,3.7675033039489345,-3.0285583821935815
speed,4.1222270294559955,-2.85470314936878
height.,-1.9091761893976167,-3.439447332216193
paintings,-0.49722637816080695,-2.112189583857738
give,4.592623907797231,3.439185621322514
some,5.748501073833608,0.4598548235683379
idea,5.004867866997426,1.6164111438010458
longer,5.184168771632631,0.7163388289668143
others,5.41429678064911,-1.1280134819583478
survived,3.0625303213267303,1.0737492669919553
know,4.405946800962193,3.851840027764074
today.,2.706091073467026,1.170674178598453
celebrated,2.2258095314036184,0.5090598185739955
annual,-0.09830423229707969,-0.6862249472541958
race,2.8616743981288466,-0.307995263632353
dates,1.464368865064726,-1.3978371540562273
tenth,-2.103685921999193,-2.1806709368568717
century.,2.9846128384944595,-0.298315604253483
distance,3.912552933246392,-3.0634647740267456
slightly,5.630371668562313,-2.697652403555872
over,4.883548419687821,-4.504831252019541
hundred,5.708036718164949,0.08107385459388762
miles.,-4.149978915305204,-0.5971756541003269
course,4.08579612586765,4.0308521575113305
runs,3.887940653654141,-1.9629549167847502
straight,4.98663942745584,-4.07135350148966
through,4.896256289820777,-4.513889869042028
dragon,5.361882122945012,-2.463790054908546
vast,4.72697613297622,-2.3740173565125433
silver,5.239132451375736,-4.115318631500369
trophy,1.2735439150101064,-3.013446256695049
shaped,3.0775350494128557,-2.399522343325944
swedish,-6.349952089532246,-2.720703961691724
nowadays,-2.6297028338876425,0.3280527229117568
event,0.3220763687241107,1.420302654355141
all,5.461370895533797,1.188908115334622
nationalities,-3.115586750138515,0.06303937506684545
congregate,-4.631727168390225,0.055523740054813524
cheer,2.8168184293686487,1.900086022858919
then,5.391675047418773,-3.5035186245727634
apparate,3.300643639561451,2.1982689567388967
congratulate,-0.6977794198189771,2.2115586301125845
famous,4.992833367592001,0.538456181933037
painting,3.1034744277555695,-2.4050098768341046
violent,3.0962988784044043,-0.12943218919913596
game,5.273581031845685,0.16919814960779203
pole,-3.3206803548439807,-3.5908883920257386
topped,2.5369751401363887,-2.43068286518174
inflated,-3.1666623259512763,-1.1147101552621936
player,3.5428415387313517,0.2970957567164859
job,5.043853338876795,0.8289472429468616
protecting,-2.0380331502398428,0.6058023468612721
bladder-guardian,-3.663112103243195,-0.39978448603141764
tied,4.370283598686829,-2.859805441305035
rope,2.881351943215589,-2.9108053477147124
around,4.883017587234174,-4.521356757540784
her,5.167208518144121,-4.000117048757655
"waist,",-1.552475094201419,-4.222490347842852
she,5.8795317335212305,0.4618193909480364
further,4.999452486731589,-0.5567474706767785
ten,5.795800074280816,-0.06992910885814375
away,4.986512448697855,-4.278378158781642
it.,5.114498411359788,2.1346450482316555
rest,5.907651298974691,-0.30804346708255537
players,5.152884136978208,-0.8115378875927424
turns,3.993497200732405,-3.371411026989111
bladder,-3.152810879303455,-2.331518119479676
attempt,4.465508417185235,1.8290836770326169
puncture,1.1246991569263038,-2.1637391724661534
specially,-2.9415255731289696,-0.42605075257429054
sharpened,-2.6923120183693827,-1.86701827722808
ends,4.284845499665178,-1.882012708104014
brooms.,-0.027208250250499385,1.1663928422749494
use,4.564199770193153,3.047561215764244
wand,4.835869967980672,-4.302499658307002
repel,0.9378253320857418,-0.515751480409919
attacks.,-3.409438245011353,-0.031987868583897475
ended,4.2354885457217435,-1.5910561289652345
when,5.837449558159756,0.13603888894805183
successfully,1.4247412875530368,-1.4648194313368332
either,5.572932024042454,-2.285197257645348
succeeded,2.469426006698821,0.18167883703007312
hexing,-4.9732751332531056,0.9763169738392086
opponents,-1.7789033593773018,-1.432573821934507
out,4.866066619639254,-4.490979357447112
running,4.854113901812053,-3.793861010251105
collapsed,3.4179019972400124,-3.6696800231747533
exhaustion.,-4.463454000762239,-3.0123895707463286
died,4.680042272777253,1.2063228040615626
fourteenth,-1.2121569768961848,-3.540362392205147
ireland,2.7521095451805384,-0.3754281075650831
subject,4.907046605309484,0.14733438716645383
many,5.8307936553399635,0.22403851664067959
irish,4.2813483644282595,-1.369601304201452
ballad,-3.3816995179834355,-1.4150613873502282
(the,3.560322868654956,-0.9391670583969712
legendary,1.0777691159341198,-0.1971698475207496
alleged,-1.6365333624195026,0.7020202002027038
been,4.87293273804916,2.1547233797637846
ball,5.111268418082265,-2.2425235061932582
series,4.355150112274476,-1.9908531189254777
burning,4.725561359395487,-2.077965488950002
barrels,-0.12244706499559838,-3.165808226207639
set,4.869511311529276,-4.164733835854483
high,5.256006555592149,-3.987171669821768
air,5.114986403012429,-4.266086537664591
thrown,4.701222824176867,-3.3307323359380963
final,5.27519889165288,0.18322474393673926
last,5.753120536376016,0.7530138133514439
barrel,1.0515137672406225,-2.9673747919007005
fastest,1.1032522463373522,-0.43205513092279807
"time,",5.451214504791244,0.624720616590364
caught,4.907254550044396,-3.7429447982220982
fire,5.444110085452179,-3.5479873940513476
"way,",4.845527502642533,0.26575552071761993
scotland,-2.7254379764879664,-2.8267975291812584
what,4.81050342590862,3.0631757524861967
probably,4.369431928822643,2.493944660234212
most,5.78099618833569,0.412618884694195
dangerous,5.208914943410768,0.612998513741574
features,2.3489953068412506,-0.7851124423770437
tragic,2.6391499626320187,-0.13316128053857865
gaelic,-3.428994406824425,-0.7069341779840628
poem,-1.1459562494369917,-0.7573844961647882
eleventh,0.6392623000388377,-0.5570567233178589
which,5.588004499102098,-3.503347439950584
"says,",2.355859771873501,1.1494733130805868
"assembled,",-1.7131114379632932,0.4568592738747658
twelve,5.375683005871604,-0.15240624164985517
"fine,",2.7383601550685333,2.6039188663128296
hearty,1.8242086461569458,-1.6233390179077398
"men,",1.234282667124894,0.9919610742437263
strapped,-5.272776271775908,-3.5426890025370623
"cauldrons,",0.20861844881598907,-0.36769290994054954
stood,4.973898237273305,-4.297934210139248
poised,1.510373978418098,-1.7833852774564092
"fly,",-2.312208959570071,0.5642145902954551
sound,5.685354369836837,-0.3191587220447468
horn,3.0442801789274085,-2.228193098077653
swiftly,3.830383394335136,-3.0633819549346617
airborne,-0.395944329558534,-1.7784735377997969
number,5.821013407874555,-0.1592266669864127
die.,-0.5953876770573129,2.5765299077891535
creaothceann,-2.5239954893442964,-0.5493403824150865
each,5.906555911889623,-2.163500608527347
wore,4.467201365502557,-2.322817365842507
cauldron,5.219378104475977,-2.8171358408953715
head.,4.850133892678164,-4.013457775988979
up,4.862335279127011,-4.4912585769287166
charmed,0.03886328820159385,-1.5104496075515155
rocks,0.7952991008929149,-2.078339267712609
boulders,-3.435639538171513,-2.9307149232029857
above,5.093241924427052,-4.02308974201974
ground,5.121797656106208,-4.1512363154274565
began,4.89691300664075,-4.187784350584894
fall,4.963777833685555,-0.012693335673145631
towards,4.9246372499180735,-4.424487200890131
earth.,1.4347597740264495,-2.1956951983693234
zoomed,4.4663952193666505,-3.6579859013797296
trying,4.05221013095826,3.88125449082744
catch,4.355632722213619,2.4442925966956617
possible,4.537765278252821,-0.052554516654385264
cauldrons.,-1.7812247134122976,-3.5715217680300744
considered,3.888050466430205,1.6802773607051036
supreme,0.9249568141710793,1.2206237919689877
test,3.5070878504827503,0.807964818936467
"courage,",-0.17663285356635836,-0.04662772848465196
enjoyed,3.732490354120624,1.624772207056665
considerable,2.6182800642531725,-0.6004269663074142
popularity,0.9679170746031938,-0.1954882164622628
middle,5.211156540045102,-4.117854829634756
"ages,",0.3763890950878116,-1.0754864230074148
despite,4.0600746791629385,-1.2409215933849926
huge,5.405626462364405,-3.103814699058125
resulted,2.330232563356137,0.17784065541301158
illegal,3.748225201355979,0.3705170372891371
though,5.8283765229277025,-1.134305723087774
campaign,-0.5375009581437724,-0.8244810195491036
its,5.215361641170327,-4.124112506213684
ministry,5.812325362218879,0.4392362186564611
magic,5.787893170666917,0.4823824021130296
refused,3.555729936348584,1.666054845343794
lift,4.292820742662844,-3.3055951016118823
ban.,-6.945905059700359,-1.0480644865461606
popular,3.9833975137458446,0.23778445431504255
england.,-2.083753575842514,-1.1278421789388102
crude,1.1058390538137637,-0.4866985888389796
form,5.094983939422627,-2.0704467072860386
sole,1.1632792375216436,-0.7190479712149053
aim,2.9952435362184877,-0.9540233943273188
being,5.148889068605209,1.6142109461517389
knock,4.065510989544865,-0.5402305846089746
other,5.991865207946339,-0.17382172529475587
off,4.8695593795144445,-4.466568344221398
person,5.147411417217723,0.8991032950216198
remaining,4.859321017544378,-2.3635078768132387
involved,3.5264408608461584,0.8319283529912703
usually,4.939712461130427,0.49459592452749135
sat,4.961476748803707,-4.2919035664233025
backwards,4.175004723110003,-2.944750758671574
across,4.899817039505311,-4.504351830851725
hedge,1.4647438088206601,-4.185368435692549
brush,-0.6650798784206694,-2.8523435399671926
miss,3.8454513063521554,3.4807073411307994
gave,5.06852482196558,-4.045541862012285
opponent,-2.150887809827814,0.4189816482532754
point.,1.0584576322323664,1.1053363090091293
reach,4.172508003330367,1.7028076551636633
fifty,5.2232250829592575,0.1979241674431484
points,5.349335517450422,0.27192445313760455
still,5.63725322025368,-1.232841534666835
played,4.320606285279538,0.8340866007347362
has,4.592989548867413,2.5793994522216126
never,4.95271913083002,2.44354645890491
achieved,3.002722353112409,1.0125843053955874
much,5.039708803425447,2.1914833293854246
survives,-2.2617096848491167,0.8490128369465284
childrenâs,-2.665000409487918,-2.439643562194754
game.,-0.4596524072507403,-1.180399569118425
queerditch,-0.11950735706860002,-2.1737714478500627
"marsh,",-2.8372436957179747,-1.1358318018867517
created,2.6587284786626957,0.5464002556645601
day,5.508213292457288,0.42037262171613743
world.,3.918727059779487,0.27211474371353417
marsh,0.023841302873460223,-3.026071889519232
owe,1.7412695758813819,3.7035500483641606
knowledge,3.9476543393164887,-0.07558382068972949
rude,2.7091798601594044,1.2460256948903157
beginnings,-5.04187030697838,-2.865261211116605
gertie,-0.3247425391594796,-1.051125559502428
lived,4.732821104950344,1.0252936219688116
edge,5.1575393954127655,-4.182361723935714
fortunately,-1.0702620165361973,-0.7709676664729648
"us,",3.724520924152469,3.0087688922674953
"diary,",1.9810554911484477,-4.06617940600596
now,5.624897307631162,-1.2851245868862682
london.,0.14563888143876527,0.25266426625453686
below,5.240111805375936,-2.8439912482691168
translated,-4.137574687856848,-0.49225107370544957
badly,4.7367171852248635,-0.9264563040786857
spelled,-2.692017002891836,-1.1763037519438635
tuesday.,-3.4836189701588394,0.5234395363823562
hot.,-5.9106404526102665,-1.2110944441424152
lot,5.202713017599137,1.6235709706276344
again.,5.214602348030651,-3.33955222693187
playing,4.932497304081367,-0.6617221733980913
stupid,3.8844643654763567,2.714602041736393
broomsticks.,0.8791484288372954,-0.821495109737659
big,4.624024396032141,1.266551158603975
leather,4.086478189157116,-2.527379366619039
landed,4.943271591518536,-3.806558472243151
my,4.1076199509146285,3.9504687229852977
cabbages.,-3.9709371822466326,1.330103610234137
i,3.893303448699993,4.3970765403673004
hexed,-5.677632180844698,2.3850627241598077
man,5.76490395023847,-1.9037390464261934
iâd,3.4217816779664667,3.441760387335951
him,6.051486691417756,-0.9214358716931738
knees,4.7864468657402615,-3.3325970756647374
back,4.859519866972727,-4.486929515210052
"front,",2.1900011042009204,-4.039687191330484
great,5.540708608722394,-3.5281692655250017
hairy,4.0366111144068455,-2.3097595450520716
wet.,-3.038022659302212,-0.9377884584948466
picking,4.557482525192006,-2.6071032854600795
idiots,-0.7351821303054661,0.982785929056041
watched,4.966447751594237,-4.009757740544766
bit,5.161711923106161,1.8329233435452723
behind,4.907224080416333,-4.4530802005441394
rock.,1.3050263437169942,-3.0414550612620856
theyâve,2.5831626649362196,2.901383222315338
got,4.09383442298678,4.061661484833922
new,5.683293953712593,0.09817248150496456
ball.,-0.043988173940199056,-3.4268679605123773
throwing,4.609095098061012,-3.345950487663291
stick,4.074382775017148,-1.0683556118192359
trees,5.403846567149293,-3.333560618858196
end,5.112633143619957,-4.291717846326123
marsh.,-2.6089471702432045,-0.2353661088847572
pointless,1.6757475247915345,1.039544594436511
rubbish.,-4.457714538475766,1.2607867572452962
gwenog,-0.6585046935889421,1.6645810042695732
nettle,-5.048391070105984,-2.795874202598114
"tea,",2.646209732301363,-0.46831785026749423
invited,2.0437311968209486,2.3423688606910154
me,4.127997764709499,4.078170510586513
treat.,-2.533637026829758,0.48428163235499233
watching,5.393407287933614,-1.4170974594772057
warlock,2.519612046473663,-0.8097365354546081
hill,-0.7198770463913782,-4.241677493525882
there.,4.207257170437957,1.953673767521631
"big,",2.785187356028346,-2.0923651672844548
heavy,5.4280693294173075,-3.467716229915731
unfortunately,0.7679019967079816,1.00709378684252
happen,4.112315548015325,2.7272869966921687
while,5.499352084797908,-0.32534246470382766
watching.,1.4485393465622065,0.16868036918136317
told,4.395770684751579,3.649426778939148
often,5.041382179004901,0.06682060607651615
herself.,1.759000299492864,-1.5435824873294774
went,4.863983100154105,-4.228187544591203
home,5.035343976912106,0.6226727332075096
disgust.,-1.310906671097553,-3.1865365801660515
extracts,-1.3314865844498778,-1.5393065867234956
reveal,4.069561590276761,-2.0680545911580137
keddle,-3.0779465759500315,0.20384864753138077
"guessed,",-0.6360067764805551,0.32165279004634617
quite,4.697963500358067,2.200361194703731
apart,5.043835171077898,-2.3691606380016514
name,5.194232035676445,0.9682469971854564
week.,2.3633119530351085,0.7100746971449254
"firstly,",-2.5678011188209755,0.4269738015172138
cabbage,-5.710246374176817,-2.759311166622816
patch,5.2758629654069775,-2.7865401433293493
modern,-0.9604800993470837,-0.1627280951928778
quaffle,5.185977897054438,-1.8806034702988035
"naturally,",1.771237425915436,0.8776356178288673
difficult,4.393520823986326,1.8033970045578152
throw,4.345927192085646,1.7743867450077229
particularly,5.099279521061442,-0.41701993515093116
windy,-3.2639049347665074,-1.915147175408937
conditions.,-1.877837054328918,-0.011155519741357102
"secondly,",-5.614453995305733,1.422836505550776
tells,2.0371127768966772,3.047878697793945
men,5.031249772653374,-1.154003807062109
apparently,5.002594813291315,-2.1453747829907974
"thirdly,",-5.089101558274848,-1.2242710627232032
glimpse,3.5525110620037244,-2.1638269727477377
forerunners,-4.229028041862674,-3.1550126666981355
bludgers.,-3.069612691622487,-2.5028848311525556
immensely,3.6689649379729414,-0.442286854878107
interesting,3.923457221535287,1.1203582178915603
present.,1.2494292231931512,1.1913653691415296
bewitch,-1.3180374440019382,0.8871141179965787
zoom,1.2559795198869674,-2.178960691495245
dangerously,0.7092660002424487,-3.1208494964060285
"pitch,",2.9035775795866337,-3.8038366780259274
inspired,-0.18184981404074516,-1.273074599207876
native,-1.9239970342048913,-1.6981818220387856
find,4.620511313049512,3.4251452583807307
mention,3.9582833828286614,2.3599350500841476
sport,1.5202682800511567,-0.6948174917651112
until,5.730983812218314,-0.29262518925706876
century,2.787163710789884,-0.3021122457316247
"later,",5.456483151795268,-1.6954070359945719
goodwin,-4.096892360279247,-0.7825977589278947
took,4.9849724667691575,-4.09181478192772
quill,4.898108396931066,-3.3012760406930406
write,3.9682733024987162,2.251721703578233
norwegian,0.9593182380484809,-0.1435995499653827
cousin,2.996826932258624,0.20298970241180522
"yorkshire,",-3.710740089984762,-0.09799145348364355
spread,4.5608862779794,-2.9496186435666774
throughout,3.572417376833462,-0.9942387135858394
years,5.824263439182216,0.2993595263366204
witnessed,1.8645491687882805,0.7777526893591641
kneenâs,-4.016120738947382,0.6183199143674802
letter,5.4452209866747685,-2.625486630725822
deposited,0.347311624539567,-3.4733905414906467
magic.,5.138061950719205,0.39034355063649584
dear,3.802255476242537,3.6296426333775273
how,4.760566611205268,3.07966622988979
you?,3.86250644366026,3.783835062923281
am,4.10328518145898,4.06231601634905
"well,",4.047653481112426,4.159309621813894
gunhilda,-6.846456961794618,1.2364630407164243
touch,4.185377944069189,2.260225250394879
spirited,-6.2828787156805035,-0.5778333814237567
saturday,4.213937820645357,-0.3160824142203024
"night,",4.919559076769761,0.22548553098039717
poor,4.162515483262632,2.319683688354206
radulf,-6.890421850528896,-1.1730228265879843
instead.,2.9534033977330445,-1.378668741076071
team,5.789589807831439,-0.033101050865231796
well,4.218540735259958,3.2149184972671794
match,5.468177927261483,-0.022419642368249875
practising,0.022229505828355648,2.8807604249654246
hard,5.552236844700843,-1.8786319474758655
month,3.3769289818509627,0.1711842488315454
scored,2.3470185101799284,-0.6060480797670535
times.,2.5871831069444418,0.3576001336040798
head,4.849919699511593,-4.271873381668371
because,4.772106667468969,2.444700697456533
old,5.833019501495373,-1.0843237474416576
wasnât,3.72491315035941,2.1931535355165646
quick,4.253640318524236,0.5089350213685092
club.,-4.538109101089234,-3.055464288301677
scoring,1.2119948761952293,-0.27760932575144637
worked,4.599497575212472,1.1748787385396404
well.,3.4145800822918932,2.9637293575785626
inn,-1.7735677932036629,-3.546758353055514
